,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,filename
0,-1.6148328935919358,0.9847493894142109,-2.847831874918031,-1.805898597518054,0.4942881112991235,0.6307253353695019,-0.6556865020133288,1.3736608963248398,-1.7358535150469838,-0.18511979070337126,0.98488241212583,-1.092099022808225,-0.7904287204293373,1.4887943749214194,0.051122298028713195,0.014283505612180461,0.37398616224685793,-0.434916085405476,0.1342115963185519,-0.49673568066478047,0.1311572207497425,-0.4678488126342511,0.03933803214998549,-0.045886598897303094,-0.19372815566773283,-0.4831610724911001,-0.25430475418172804,-0.47870129898593844,-0.22887254359222792,0.05276933885943247,D21
1,-0.10455778531151977,4.0430309210432345,5.724448261644503,0.3960091046842067,-6.690516972968899,8.031908913314508,-4.484650511680532,3.843696486828187,-0.05863152078780831,1.3664615967777174,-0.03669130074986434,-0.6909686226509215,-3.354539870251069,-3.145803450498837,0.13537797463401585,-2.323494473330729,-0.5289716606887283,0.7792679656220459,1.2766552638886381,-0.2812508647306409,-0.693019906177798,-0.46327700630192803,-0.9661277469595199,-0.32725605091997423,-1.2653532279497783,0.6077923701155141,-1.069066588923848,0.2549783728931221,-0.10230181950889099,-0.6254212470552041,D41
2,11.548084254940516,0.17298240597960826,-0.6620553201163439,0.43614100873874484,0.3216972864205513,-0.31144145281525676,-0.5856485566991361,0.22485179178215392,-0.5021409386901551,0.2828588094539721,-0.9382903024362655,-0.8622553599960268,-0.37810395170709,0.9038405835479697,-0.6528721853983628,0.23638545281061488,0.5533325018402696,0.23930156119353704,0.37523154271499504,-0.041629519165657575,0.15459911968076986,0.18344293677672824,0.007989244654938742,0.04979964920248359,-0.1393386008266597,0.10487269998703586,-0.025947584003100627,-0.14781587802334428,0.2152362099719372,0.158905575434361,D62
3,-2.975353470109517,0.5189990919931364,-5.136481994485288,1.130861292745085,-0.13068768911663486,-0.744254911073402,-0.01566304036431021,0.17975983095332262,-1.8044386887838375,-0.053110519064376985,-0.22213908077886177,-1.2821349322588618,-0.427507065184489,0.4478104285513043,-0.44799705668577705,0.6373166901125994,0.20388549413936705,0.05463769810030947,0.14036947897350616,0.34845602291905936,0.049282626343622876,-0.42147232888346114,-0.623601050642916,-0.2576689504725667,-0.47154061124123264,-0.7376682763165511,0.14426748344485357,-0.08445331304258988,-0.55617945495282,0.10220118107151535,D26
4,1.6022276630534877,-2.134068035064889,-3.328556972602007,-0.6430110595456368,-0.9574003333386849,1.5344068317588404,4.708740494922018,1.4356510505573765,1.4203017196049887,-1.6028071912243098,0.3160639815986131,-3.1499586533366988,-0.9398141221708938,0.1019480902945211,-1.260999269955162,0.04343098078921606,-0.7772177903054777,0.4606750433102712,0.909573188489859,-1.0022309035817916,0.3228948893598867,0.2718477594838192,-0.2072956465835655,0.12475802058224322,0.47235271142629565,-0.50250959535884,0.6199582099480934,0.09307636504319503,0.1859745578179453,0.11738518876356344,D28
5,11.806286455407779,0.7132702332232823,-0.7742819684800659,0.4810167638664457,0.12928280746571097,-0.7571553970170397,-0.316021559046772,-0.2326106810357607,0.8167595786306038,0.925935339210288,0.9223520509794455,-1.3945354100637597,-0.6759835235363493,0.6769012952343223,-0.1157611779598087,-0.014320615588347602,0.40668920250273605,-0.026603710478072237,0.09302670949631203,-0.1343949433281429,-0.01940660289257562,-0.10274355366963796,0.02073871023886966,-0.07477333954233703,-0.08051858651534269,0.1781816176710172,0.0005736338922853468,-0.0732614571326819,-0.02620918233182218,0.009224368516938461,D72
6,11.718071770348846,0.531328531085744,-0.7388199360227332,0.46876996871293003,0.1946052977469746,-0.5997767242522203,-0.4015495789985826,-0.07728323535980094,0.3609829037512551,0.6721232096836155,0.2828549725571655,-1.161264417107174,-0.5471159307587979,0.7355861607393808,-0.29888162190170053,0.0789636927135138,0.4527789094034996,0.04293832075674228,0.20793786527089014,-0.13298556102865472,0.04344255497586466,0.005362645375314588,0.020486753110497323,-0.029263172126793663,-0.09020160703838456,0.1562038463219348,-0.0066908678376506325,-0.10007090856690737,0.06303630727982201,0.055234225956280664,D78
7,-1.921968006475775,2.3735389996263523,-1.476090628925976,0.23635306731504557,0.43823349472245837,0.7323058110876657,-1.4577531051113672,0.8093715702605,-1.0525019820914376,-1.2874912937421195,-0.9328443545619449,-1.8605033529136694,-0.2520433127695956,-0.22430582634109358,0.061285969902952306,0.24178288035091303,0.13802272613132593,0.8199069134725163,-0.35493896175256734,1.1690720951727362,-0.15807280803860885,-0.17336809243901724,-0.6186633477210085,-0.1759119824419913,-0.39274668995180173,-0.3469524015533102,0.6174469372177114,-0.2413530080074559,-1.3022540406891323,-0.35269343800556135,D23
8,-3.9338220625924776,2.512949740414071,-6.128234686640292,7.577924448787241,2.2148175721121777,-1.234308125693281,-0.30999221857971176,-1.639730561198418,-1.482718381433221,0.9977098977745784,-0.9166627080137465,-1.8893968545307238,-0.7112524126360225,-2.3882595081622107,-0.3927615766742729,0.20871972228806007,0.18505747579911755,-0.3423355903863248,0.11214343271096425,0.948333133663042,1.1430485909695451,-0.049304015773293255,-1.074025421589763,-0.18433478529570457,0.17438976453672633,0.16237385477994332,-0.12118107779370504,-0.17996627970622758,0.7150393562600303,0.09755830966175305,D7
9,-1.2562359678113826,3.8375975860410008,-4.273424243908369,-1.7187728749570854,0.9028981022686433,1.5019698030343605,2.597592265941031,-1.6164507117946418,1.4948654966539354,0.9536349838970748,-1.6313517208917792,-0.6580912282146504,-0.849385997940815,-0.982336217795414,-0.7163943947692879,0.735298764084322,0.9722045010920902,1.1129583284405322,-0.24810426295766017,0.9080864421491073,-0.816603989984453,-0.2055565673931023,-0.10901152643046128,0.043270395871097767,-0.18690350022371224,-0.17619995355866538,-0.43415351948405007,-0.7650706960500209,0.11050763515020273,-0.4210110706431147,D56
