Filename fn1 f0 fs iferror ifmethod rho p r g arfunc automodel dq pq nramp causality f0 ifquality ifwinsize OQ1 OQ2 NAQ AQ ClQ OQa QOQ SQ1 SQ2 DH12 PSP HRF 
0.mat 0 681.681771678184080 16000 0.000008773946435 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 681.681771678184080  0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.701639535892053 NaN -10.397434974981895 
1.mat 1 60.532211798906708 16000 0.000008655268799 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 60.532211798906708  1.567375000000000 0.812903127558513 0.646945828624903 0.153376717306162 0.002528404066130 0.415673959320867 0.405545316579737 0.488987019130734 0.965097880205396 0.532639787148605 21.698598901158729 0.275154172395376 0.924383032776695 
10.mat 10 237.748625401839040 16000 0.053122471697977 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 237.748625401839040  1.567375000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 23.301821559760441 NaN -8.691623833545760 
100.mat 100 235.341877948947650 16000 0.134676360748538 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 235.341877948947650  1.567375000000000 0.710071977107394 0.476530257480236 0.077525167275713 0.001358719456494 0.344136340541882 0.220148735905625 0.140251076869840 0.980444816188392 0.671317666131594 19.577619997656512 0.350059285720801 6.190403702895563 
11.mat 11 226.453699343284910 16000 0.016321472882122 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 226.453699343284910  1.567375000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 20.080114018084238 NaN -9.621048242382134 
12.mat 12 246.747553142559980 16000 0.084661780388034 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 246.747553142559980  1.567375000000000 0.626096504206145 0.446680714369672 0.105026405428307 0.000426160004017 0.200232421619712 0.245108656246030 0.488159889643527 2.126848784735009 1.230811128169955 2.336474825768278 0.397128972038366 -6.565007132103817 
13.mat 13 267.885512696192000 16000 1.765017249528840 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 267.885512696192000  6.537375000000000 0.888780362396084 0.673886781816282 0.035233688040371 0.000133578918781 0.459576231962776 0.077580060528757 0.381950016818439 1.296656888845129 0.687922069767643 11.937369101732521 0.504385123751879 -8.301836455961517 
14.mat 14 243.973874293083180 16000 0.108021528012298 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 243.973874293083180  2.098125000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12.101237208461896 NaN -6.166423735682249 
15.mat 15 268.191736991162200 16000 0.245418030595131 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 268.191736991162200  2.387625000000000 1.007960072059412 0.958288566452743 0.012092389383765 0.000045646351601 0.908617060846074 0.020569594948903 0.017802877581320 0.109334300987958 0.054667150493979 9.799751072387345 0.262910473809306 0.308598925053562 
16.mat 16 246.059810248737140 16000 0.170553842958214 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 246.059810248737140  2.387687500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.684250680255133 NaN 0.236611059485470 
